session_id,x,sequence_codes
1604,12,9754B1082632
1605,8,2739B589
1606,8,7465A133
1607,2,55
1608,5,98A3A
1609,3,040
1610,12,38941B72A061
1611,3,878
1612,7,54176BB
1613,5,78537
1614,5,28B33
1615,9,B62A31086
1616,8,59A3270A
1617,5,B3711
1618,9,70A93B14A
1619,5,5A725
1620,5,56212
1621,10,8103BA2761
1622,6,9A3B1B
1623,9,938170A55
1624,3,911
1625,6,59B635
1626,7,A27189A
1627,5,52877
1628,3,181
1629,2,77
1630,5,12571
1631,3,A22
1632,6,381463
1633,6,56B016
1634,6,059245
1635,7,5346988
1636,5,34A64
1637,7,816A326
1638,3,0A0
1639,8,6B702380
1640,2,11
1641,10,02B3A5478B
1642,9,87A456B37
1643,6,82B707
1644,6,207363
1645,5,18541
1646,5,1B53B
1647,9,9516B3202
1648,3,909
1649,4,2432
1650,10,A715386295
1651,4,1691
1652,5,5B100
1653,8,68A7125A
1654,9,98037A455
1655,6,0862AA
1656,8,2A036842
1657,5,01750
1658,7,23815B8
1659,6,9A406A
1660,8,63591A41
1661,7,598B67B
1662,3,616
1663,7,038BA48
1664,9,082963473
1665,7,3690A20
1666,6,0B5230
1667,7,9032466
1668,7,0935AB5
1669,8,7B5A3905
1670,6,469B5B
1671,3,744
1672,4,30B3
1673,6,B74522
1674,4,BA6A
1675,9,62A8B4914
1676,2,99
1677,5,B8757
1678,7,9271637
1679,10,10467385B0
1680,4,9709
1681,4,28AA
1682,4,30BB
1683,11,9704B231A54
1684,6,824312
1685,3,799
1686,4,7ABB
1687,4,6796
1688,6,269BA2
1689,6,189A00
1690,10,4195A2806A
1691,6,6078B7
1692,11,49A153B6877
1693,6,A467B6
1694,4,75AA
1695,8,0485AB3B
1696,5,1A966
1697,12,3A12546B0988
1698,7,372A483
1699,6,930151
1700,10,53718BA499
1701,4,1A81
1702,2,99
1703,9,75B20413B
1704,4,B434
1705,5,42050
1706,7,4936189
1707,6,261A7A
1708,2,22
1709,3,767
1710,4,59BB
1711,5,69836
1712,6,B78A67
1713,7,B512692
1714,6,18B64B
1715,3,A8A
1716,6,045233
1717,5,A8B00
1718,10,A4910273BB
1719,10,794813B568
1720,7,7019388
1721,6,A21877
1722,9,235401684
1723,8,0471A851
1724,4,AB6A
1725,4,A070
1726,7,A180641
1727,6,63B926
1728,6,341023
1729,2,11
1730,8,28157405
1731,2,33
1732,4,51A1
1733,3,6A6
1734,8,45B19264
1735,5,4BA64
1736,4,9B22
1737,4,A565
1738,6,056B33
1739,5,72050
1740,8,381AB571
1741,5,26788
1742,9,61947A207
1743,7,0368498
1744,8,2034BA9B
1745,7,A980B60
1746,8,547A1294
1747,4,B0AA
1748,10,653A91B40B
1749,4,9589
1750,8,8A9402B4
1751,7,715AB41
1752,8,49620170
1753,8,82304A66
1754,8,9758B219
1755,5,35969
1756,8,53046788
1757,3,033
1758,8,8A526792
1759,7,A572035
1760,7,A326406
1761,4,A76A
1762,9,3A628B013
1763,9,4A876B938
1764,4,A949
1765,7,3685B7B
1766,4,6811
1767,4,0633
1768,11,13580679A25
1769,6,370413
1770,7,65A81BB
1771,2,22
1772,10,2586A713B7
1773,8,891427B8
1774,9,AB1867307
1775,10,849B573A29
1776,3,1AA
1777,6,8B1A22
1778,12,03895621AB45
1779,8,9376AB00
1780,4,1909
1781,8,254B0360
1782,4,A74A
1783,7,B419231
1784,7,59BA475
1785,3,644
1786,5,71581
1787,5,BA877
1788,3,522
1789,3,141
1790,6,B91059
1791,8,61907323
1792,6,A98019
1793,3,545
1794,3,070
1795,7,1483628
1796,4,7B0B
1797,5,95A2A
1798,6,46A93A
1799,8,62B5439B
1800,4,2A4A
1801,3,3A3
1802,2,33
1803,5,18B6B
1804,8,B90A1844
1805,4,2366
1806,6,0B4864
1807,10,72053A1646
1808,7,49A2676
1809,9,A53297419
1810,4,0588
1811,8,0941A270
1812,6,358403
1813,6,231B00
1814,9,062137456
1815,8,A40127B1
1816,10,819A327063
1817,4,B787
1818,7,2341574
1819,11,536A14B0984
1820,7,A10B620
1821,12,7A948231B567
1822,5,68515
1823,6,647517
1824,5,18BA8
1825,9,B19570869
1826,8,13068A58
1827,6,754905
1828,6,756346
1829,8,24509875
1830,5,412A1
1831,6,1B2541
1832,4,2900
1833,3,262
1834,6,859679
1835,9,B714905A1
1836,12,340B169285A9
1837,4,B76B
1838,7,25846B2
1839,7,09742BB
1840,7,3610AB3
1841,7,146A204
1842,7,A85401A
1843,7,1382473
1844,8,B9831679
1845,9,0984B2534
1846,6,736946
1847,4,9619
1848,6,1684A4
1849,7,4B39013
1850,3,040
1851,9,2045A3181
1852,10,B084132A51
1853,8,709A8533
1854,7,B570920
1855,6,9A3B6A
1856,6,58B47B
1857,6,691846
1858,4,4174
1859,7,26B3752
1860,7,523B8A8
1861,6,B42604
1862,3,484
1863,5,43973
1864,8,807B56A0
1865,4,8B08
1866,9,8B2394508
1867,9,581642AB2
1868,2,55
1869,5,09149
1870,7,7408696
1871,11,92640BA5384
1872,6,3A7944
1873,7,72849A8
1874,7,8961056
1875,4,0190
1876,5,2B100
1877,7,8076922
1878,7,1B76044
1879,8,B1298565
1880,8,6427B53B
1881,7,A693783
1882,6,B7A800
1883,9,4236891A2
1884,9,432198757
1885,8,98613A5A
1886,5,6B89B
1887,7,B481964
1888,10,4B53691A83
1889,6,6021B0
1890,10,4A78653B04
1891,3,616
1892,6,B62919
1893,4,5811
1894,2,22
1895,9,B45836714
1896,8,09215B42
1897,7,8137A4A
1898,9,20154B838
1899,4,24A4
1900,4,9B69
1901,6,891500
1902,11,6A27B54890A
1903,4,5A4A
1904,4,9343
1905,5,2A392
1906,10,2B41693503
1907,4,8733
1908,6,247194
1909,4,A9BA
1910,7,8B0A748
1911,9,9485362A8
1912,5,68A4A
1913,6,B1A90A
1914,4,1061
1915,5,458B4
1916,5,2A19A
1917,6,426806
1918,6,904354
1919,7,A578137
1920,4,6A7A
1921,9,938A04755
1922,6,560A20
1923,3,505
1924,4,1272
1925,5,64355
1926,7,1207B33
1927,2,11
1928,3,343
1929,9,2B5398769
1930,6,A30464
1931,6,2A1091
1932,6,678A11
1933,8,71053690
1934,4,1322
1935,8,B016724B
1936,7,8A203B8
1937,6,375A65
1938,10,9143B28A08
1939,4,7047
1940,6,42AB32
1941,12,3189407B6A5A
1942,6,649B16
1943,9,02916BA36
1944,8,164370AA
1945,8,14685022
1946,3,499
1947,10,08594762B9
1948,10,7A4B59128B
1949,8,B49017AB
1950,4,8545
1951,5,92B19
1952,8,A5708417
1953,4,5677
1954,6,597685
1955,5,0A855
1956,7,4A3B177
1957,9,29840A3BB
1958,10,31A7B80568
1959,6,4728A4
1960,7,8BA794A
1961,7,3B98A28
1962,5,76A07
1963,3,646
1964,4,1251
1965,7,80A6344
1966,8,59074329
1967,8,82613B41
1968,9,674AB0230
1969,8,6B05817B
1970,4,5717
1971,6,715291
1972,4,2B12
1973,4,2300
1974,5,93103
1975,2,33
1976,2,77
1977,5,AB60A
1978,5,5AB9A
1979,7,6802916
1980,6,A142B4
1981,6,89A14A
1982,5,B4377
1983,4,8099
1984,8,802BA368
1985,11,B371A469286
1986,8,0A967857
1987,7,827B367
1988,4,4828
1989,5,542AA
1990,8,49673B55
1991,3,171
1992,8,A6321707
1993,10,6B492038A8
1994,6,0295A0
1995,9,0B8615797
1996,8,5A17B696
1997,5,2B077
1998,9,A71094655
1999,4,4191
2000,5,15B22
2001,3,7B7
2002,6,9B5022
2003,9,0B4A6782B
2004,5,0B37B
2005,2,66
2006,7,10B5A99
2007,5,3A262
2008,3,5B5
2009,4,1A00
2010,5,B614B
2011,7,695B305
2012,7,7B21067
2013,3,B33
2014,7,6A49586
2015,6,A17647
2016,6,951400
2017,9,9270AB366
2018,9,98B1752A8
2019,8,60351A70
2020,5,25035
2021,9,4802139B9
2022,3,1BB
2023,8,64908350
2024,4,0950
2025,5,41B5B
2026,9,436085125
2027,5,A7900
2028,6,B3894B
2029,9,135A29B00
2030,8,64301853
2031,3,866
2032,7,7A41384
2033,11,429350B876B
2034,11,16A35B04894
2035,4,1599
2036,5,5A065
2037,6,513071
2038,9,7953A8B0A
2039,5,12767
2040,3,3AA
2041,9,798215069
2042,7,2B6A848
2043,4,7B87
2044,5,182A8
2045,7,4210531
2046,5,1A7B1
2047,5,69808
2048,5,03910
2049,5,3A06A
2050,7,6187B58
2051,7,732B103
2052,8,B197536B
2053,9,A0B439122
2054,7,4A1926A
2055,4,5919
2056,5,85B7B
2057,6,A74684
2058,4,1272
2059,9,41950A281
2060,5,73B66
2061,9,2104BA792
2062,9,3921785A8
2063,2,66
2064,4,1581
2065,10,321AB8756B
2066,6,A8507A
2067,3,878
2068,2,11
2069,7,69832B8
2070,5,53A45
2071,6,B46216
2072,8,A7B32057
2073,3,B55
2074,5,8B799
2075,5,B8048
2076,7,3524ABB
2077,8,2AB50195
2078,11,369A42B1706
2079,4,92AA
2080,7,0526848
2081,6,682155
2082,4,6B1B
2083,6,A54909
2084,5,51945
2085,8,32AB1463
2086,3,422
2087,3,266
2088,8,93201ABA
2089,9,71B085398
2090,7,8036716
2091,8,B160A595
2092,11,865029A3140
2093,2,44
2094,9,965B38A11
2095,7,5429169
2096,3,B4B
2097,8,6A052B40
2098,6,953121
2099,10,60AB879433
2100,6,192088
2101,6,7128B1
2102,7,02489B4
2103,8,07345927
2104,4,2644
2105,6,5B61A1
2106,6,095B7B
2107,6,059679
2108,5,AB89A
2109,8,70891266
2110,4,4684
2111,2,00
2112,5,98B18
2113,7,2938A79
2114,10,A384905279
2115,8,98B5012B
2116,8,5640A314
2117,2,77
2118,5,90439
2119,7,9B31563
2120,6,395729
2121,2,88
2122,4,34BB
2123,2,77
2124,10,10856492A9
2125,7,B137861
2126,7,A984B29
2127,5,240B0
2128,7,46987AA
2129,10,A960251477
2130,5,09B33
2131,8,35602B85
2132,5,B7959
2133,4,3677
2134,10,71058492B4
2135,7,9735022
2136,4,6788
2137,6,953045
2138,11,47BA2368013
2139,6,319061
2140,9,A10396740
2141,5,A5325
2142,3,855
2143,6,A02930
2144,5,725A5
2145,10,A639B21759
2146,6,28AB0A
2147,6,029A12
2148,7,6925711
2149,4,B61B
2150,8,1A03B922
2151,9,685314725
2152,7,704A980
2153,9,932715063
2154,3,A3A
2155,7,341B261
2156,5,70150
2157,3,5B5
2158,6,758135
2159,6,1063B1
2160,8,839A156A
2161,4,0B6B
2162,6,6A0580
2163,4,3183
2164,6,483B63
2165,9,68B315743
2166,3,944
2167,7,639B8AA
2168,8,7584A064
2169,6,107A37
2170,10,9567B80144
2171,7,9A208B2
2172,7,5720B6B
2173,6,407614
2174,4,B099
2175,5,68500
2176,8,2143BA8A
2177,8,74B29504
2178,4,A83A
2179,8,1B362488
2180,3,878
2181,9,A12094B34
2182,5,62A12
2183,8,A5290388
2184,6,204754
2185,9,85B097248
2186,4,2692
2187,4,0299
2188,3,1B1
2189,2,88
2190,7,0896A11
2191,8,B2348652
2192,5,43B54
2193,4,9388
2194,10,81739A02B3
2195,12,158072AB3642
2196,4,64A4
2197,8,A812B454
2198,6,9A64BA
2199,6,8A4255
2200,4,3053
2201,4,0161
2202,8,83516243
2203,5,73959
2204,11,6A714253B88
2205,10,A621048B70
2206,4,A0B0
2207,5,21833
2208,6,A04577
2209,6,9827BB
2210,9,8B62A3544
2211,10,198BA65700
2212,7,82BA49B
2213,5,07350
2214,11,8BA56270937
2215,5,50460
2216,6,0A874A
2217,4,2919
2218,4,7866
2219,6,A25845
2220,6,784154
2221,5,8B011
2222,4,4B77
2223,4,53AA
2224,7,91234A3
2225,6,059B29
2226,7,2876B96
2227,7,B972414
2228,6,B10240
2229,8,45A30190
2230,9,6210B384B
2231,6,8B3244
2232,6,475966
2233,6,617341
2234,3,566
2235,4,0161
2236,4,B18B
2237,9,964025383
2238,6,879B49
2239,4,42BB
2240,4,3143
2241,12,3718B40A5923
2242,4,0B4B
2243,11,B31408A2951
2244,6,816433
2245,3,188
2246,5,42066
2247,12,09A37B861544
2248,11,12467B03587
2249,3,800
2250,5,18737
2251,10,5B823170A7
2252,4,43BB
2253,6,428636
2254,3,696
2255,10,724B13A853
2256,7,49B8628
2257,8,76254097
2258,2,00
2259,11,A76259038B5
2260,6,A0153A
2261,2,99
2262,8,67B3A28A
2263,4,7599
2264,6,4A95BB
2265,7,586B313
2266,5,82AB2
2267,11,581A240B962
2268,8,A7961B89
2269,2,99
2270,7,5401AB0
2271,6,B85966
2272,6,936A16
2273,9,B81042A70
2274,9,94B568715
2275,10,98B5163029
2276,5,98B55
2277,7,567A494
2278,3,060
2279,4,3093
2280,6,241B5B
2281,6,985345
2282,5,06545
2283,4,6838
2284,5,A7800
2285,6,4B7A14
2286,8,9B25784B
2287,2,88
2288,5,51676
2289,7,A176B51
2290,5,31A00
2291,5,1B565
2292,9,276A8B53B
2293,5,A0699
2294,9,0467A8131
2295,5,0BA5A
2296,7,47156B6
2297,7,8150BAB
2298,5,12081
2299,5,02410
2300,6,2613A1
2301,5,30866
2302,6,8B2A1B
2303,3,232
2304,6,259062
2305,11,605479128A0
2306,8,A304B68A
2307,8,537B96AB
2308,10,A275964104
2309,4,BA88
2310,7,0492380
2311,3,181
2312,2,BB
2313,8,15632406
2314,5,59A0A
2315,6,16A251
2316,9,375801242
2317,6,782598
2318,7,76280A7
2319,3,299
2320,4,7161
2321,6,017688
2322,8,28BA136B
2323,8,69780A56
2324,6,B91343
2325,7,B816744
2326,9,103B24588
2327,5,95635
2328,4,0180
2329,4,7595
2330,6,7A9327
2331,7,50A9245
2332,7,8319577
2333,4,8308
2334,12,578126A93B09
2335,7,A095140
2336,7,5B237A5
2337,5,A12B2
2338,3,788
2339,4,9B77
2340,7,7452915
2341,2,AA
2342,5,B9868
2343,4,04A0
2344,7,7659835
2345,8,3B71594B
2346,5,97B5B
2347,7,8574090
2348,10,285017A362
2349,4,4535
2350,2,66
2351,7,05B1320
2352,6,438513
2353,8,8A6549BA
2354,9,048271561
2355,5,87299
2356,7,2807A50
2357,8,A0578133
2358,3,A99
2359,7,B329A4B
2360,8,96025476
2361,8,187649B8
2362,6,49B869
2363,5,BA733
2364,8,247836B8
2365,5,18466
2366,4,1501
2367,8,25A48399
2368,3,797
2369,6,4A3191
2370,8,64731595
2371,6,108560
2372,6,5B0460
2373,9,8569371BB
2374,4,8161
2375,8,86A79131
2376,8,54A6B715
2377,3,066
2378,9,729085464
2379,8,89036123
2380,4,4366
2381,7,4932582
2382,7,3245101
2383,7,A23B142
2384,6,563923
2385,3,797
2386,4,A711
2387,4,1921
2388,5,25982
2389,6,104631
2390,5,2BA3A
2391,8,60B928AA
2392,9,7852160A5
2393,7,9A50141
2394,6,243973
2395,10,76029BA34A
2396,7,8304760
2397,2,55
2398,9,AB4625939
2399,4,4595
2400,6,780940
2401,7,78512B7
2402,9,352A84195
2403,6,A230BA
2404,9,91A307868
2405,2,AA
2406,4,3080
2407,4,02B2
2408,5,49714
2409,6,1486BB
2410,4,93B9
2411,8,0B53A49A
2412,7,7684094
2413,8,A4206316
2414,9,B46193851
2415,6,692800
2416,10,23B016A756
2417,4,34B4
2418,7,B205A72
2419,3,344
2420,9,83B097255
2421,10,2910854677
2422,6,B98168
2423,6,785045
2424,9,206415B75
2425,11,518063B427B
2426,5,154B1
2427,5,56191
2428,10,30421A6896
2429,6,3A05B5
2430,4,05B5
2431,2,99
2432,5,6A010
2433,4,41BB
2434,6,B03544
2435,9,67B0A3422
2436,2,11
2437,3,066
2438,5,36456
2439,2,22
2440,9,3542B0A90
2441,10,67385A09B6
2442,3,8A8
2443,4,1766
2444,8,4A9B8269
2445,12,984567BA1038
2446,5,4A020
2447,6,897B2B
2448,5,28B7B
2449,11,6A079832548
2450,7,5204392
2451,9,460B18598
2452,8,907B1261
2453,3,588
2454,4,8148
2455,8,19360729
2456,2,66
2457,10,672B9A3107
2458,9,A27615942
2459,7,8A3174A
2460,8,20794539
2461,8,4168B900
2462,5,56788
2463,7,5438218
2464,6,9028A0
2465,5,46787
2466,9,695081238
2467,11,2B476183A00
2468,4,0B50
2469,8,25081B42
2470,5,693B9
2471,4,A65A
2472,2,44
2473,6,90BA22
2474,7,943B604
2475,9,6108547A8
2476,8,A05849BB
2477,10,2A3B574862
2478,7,3285015
2479,7,6B59346
2480,7,91A342A
2481,4,1A33
2482,2,88
2483,3,977
2484,7,1BA4094
2485,7,35A9609
2486,2,66
2487,6,A17636
2488,9,58926B072
2489,9,137629A81
2490,6,307898
2491,6,B10980
2492,6,743060
2493,6,40A252
2494,4,8028
2495,6,02A3B3
2496,7,8523A08
2497,8,5A078637
2498,7,294B377
2499,6,032A77
2500,3,212
2501,9,B61403255
2502,3,A4A
2503,10,97A5B40289
2504,4,A066
2505,4,4262
2506,8,1603A252
2507,8,0854B39B
2508,6,067156
2509,7,A126736
2510,4,B14B
2511,4,4374
2512,9,4975B32AB
2513,4,4868
2514,8,4985B171
2515,4,0340
2516,7,1564934
2517,6,A03411
2518,3,8A8
2519,8,695A1B0B
2520,9,13A58B201
2521,8,A4816904
2522,3,414
2523,8,69A834B9
2524,2,66
2525,2,AA
2526,6,957688
2527,6,6B3424
2528,3,737
2529,10,B7A9043858
2530,5,189BB
2531,7,8130A44
2532,5,02A8A
2533,5,17909
2534,6,386A78
2535,4,7121
2536,7,A423171
2537,4,8B4B
2538,4,4866
2539,6,189478
2540,2,66
2541,4,7696
2542,10,A8694B302A
2543,8,1064B896
2544,5,53181
2545,3,088
2546,8,091A3272
2547,5,17A41
2548,9,08A629177
2549,5,568BB
2550,4,A323
2551,5,65195
2552,4,0690
2553,7,0512B92
2554,10,B073A62855
2555,7,0A75687
2556,5,62342
2557,8,48B7A624
2558,3,464
2559,4,0644
2560,7,B94A06B
2561,4,4676
2562,4,8A77
2563,8,51B32485
2564,8,9B230470
2565,3,5B5
2566,4,3717
2567,6,9B2039
2568,7,B38257B
2569,8,63B29844
2570,10,B08A439767
2571,5,07B67
2572,4,0757
2573,10,2785A93B11
2574,7,6073BA0
2575,7,12794A2
2576,3,977
2577,8,970412B4
2578,6,53B413
2579,2,44
2580,7,B426516
2581,11,46A83B01528
2582,3,800
2583,8,7190B6A9
2584,6,718252
2585,7,965A349
2586,7,2367088
2587,2,22
2588,5,290A2
2589,6,A84272
2590,8,75BA0425
2591,3,600
2592,2,22
2593,8,B25A9435
2594,11,B504A671898
2595,7,351AB21
2596,6,3471A3
2597,4,3211
2598,4,1898
2599,4,B848
2600,6,76B833
2601,9,536417804
2602,10,025A7918BA
2603,7,6402592
2604,8,530917B9
2605,6,826096
2606,4,2044
2607,3,A9A
2608,4,39A3
2609,4,3BAA
2610,9,549AB0810
2611,10,6058294B7B
2612,5,84A1A
2613,10,152A83047A
2614,12,2401B578963B
2615,7,34A1893
2616,8,50B3A783
2617,8,A0157947
2618,5,692A9
2619,5,4B822
2620,8,04951681
2621,7,A431866
2622,9,10B658478
2623,8,32850768
2624,6,6A72B7
2625,3,644
2626,6,3B918B
2627,4,0260
2628,6,620146
2629,9,50892A3BB
2630,7,42A5165
2631,6,051633
2632,7,0A93749
2633,7,06A321A
2634,4,3988
2635,6,365101
2636,7,9830411
2637,6,903873
2638,5,54366
2639,5,68028
2640,8,9B63A086
2641,5,A1431
2642,6,6A3979
2643,6,942B55
2644,2,66
2645,9,A5813792A
2646,6,052B12
2647,7,1032544
2648,5,73517
2649,6,A67988
2650,7,50968AA
2651,6,0638AA
2652,6,1B0831
2653,6,347B00
2654,6,7098A8
2655,8,46BA8033
2656,9,AB902864A
2657,6,265BAA
2658,5,45B74
2659,6,B87133
2660,3,B4B
2661,6,1A26BA
2662,7,B16384B
2663,10,8B952A1738
2664,7,547A3B5
2665,4,5644
2666,7,0876A58
2667,2,44
2668,5,76515
2669,6,96B026
2670,5,30453
2671,4,7B6B
2672,4,A0BA
2673,8,15693B44
2674,5,514A5
2675,5,20590
2676,8,759AB388
2677,3,911
2678,5,6B04B
2679,5,25404
2680,6,A6903A
2681,10,230796A419
2682,6,074686
2683,6,359785
2684,8,71582437
2685,4,A0BB
2686,6,532699
2687,7,B719A2A
2688,8,B1065781
2689,3,A22
2690,8,B457036B
2691,6,A32655
2692,6,168248
2693,5,91404
2694,2,99
2695,10,79AB038429
2696,7,86A1546
2697,7,781B291
2698,7,4620156
2699,6,29B169
2700,9,906174234
2701,7,4026733
2702,9,5120A8495
2703,7,832B616
2704,5,19868
2705,9,5480A1B9B
2706,3,353
2707,7,85B2696
2708,6,954166
2709,5,84098
2710,3,455
2711,10,03985A4679
2712,5,9A044
2713,3,979
2714,8,1B795329
2715,8,B6820956
2716,8,A0123451
2717,6,456B16
2718,7,0592488
2719,8,3281A96A
2720,10,086BA4719B
2721,9,731260492
2722,11,32769815B05
2723,10,6152490AB2
2724,9,4B2796181
2725,4,3488
2726,5,63873
2727,9,B92180379
2728,12,A50B23981468
2729,3,322
2730,8,5BA91344
2731,6,9328B8
2732,5,76B17
2733,10,91B4628538
2734,7,6B05212
2735,5,A4914
2736,3,1BB
2737,8,06A25434
2738,9,3924BA070
2739,8,597B0A17
2740,4,8525
2741,10,24B3865978
2742,5,71989
2743,4,25B5
2744,7,A21783A
2745,5,AB707
2746,2,88
2747,6,3692A2
2748,4,A51A
2749,3,434
2750,7,67801B6
2751,7,A759011
2752,9,A567481BB
2753,6,2BA91A
2754,5,B1A7A
2755,5,402A2
2756,6,492B59
2757,7,283A943
2758,8,540AB767
2759,7,A356944
2760,9,1349528AA
2761,5,7B097
2762,3,B00
2763,6,851B4B
2764,7,A410B3A
2765,11,5829067B4A7
2766,6,19B488
2767,7,B057366
2768,2,AA
2769,13,2416583079AB1
2770,8,053761B0
2771,9,49278A634
2772,4,A898
2773,9,52A471891
2774,6,0814A0
2775,5,05610
2776,6,6301A6
2777,5,1B464
2778,6,192059
2779,5,60736
2780,10,736458B218
2781,8,798150A7
2782,8,83104751
2783,5,087A0
2784,4,5844
2785,5,B1599
2786,6,150B33
2787,9,71A942654
2788,7,31A89B3
2789,5,26A7A
2790,5,98468
2791,10,237A69B404
2792,9,257169437
2793,8,0A478567
2794,4,B51B
2795,10,308742BA99
2796,6,851AB5
2797,5,1B9A9
2798,9,723A69B07
2799,5,A32BB
2800,3,252
2801,2,22
2802,4,AB4B
2803,7,5049733
2804,6,8A5199
2805,3,800
2806,2,88
2807,8,B0A97260
2808,10,25A6093848
2809,3,B8B
2810,4,29BB
2811,5,87658
2812,6,8B0710
2813,6,507121
2814,7,04A7530
2815,7,9708533
2816,7,35BA683
2817,2,77
2818,7,5324977
2819,9,624708956
2820,8,0964B250
2821,3,611
2822,4,6800
2823,7,54AB322
2824,2,66
2825,6,9B5A05
2826,7,10382A1
2827,5,1A766
2828,5,AB477
2829,8,70914B39
2830,4,BA5A
2831,11,204783B69AB
2832,4,4B55
2833,8,861A350A
2834,6,A3501A
2835,5,8A232
2836,7,4709626
2837,10,47A02956B9
2838,4,5A65
2839,7,A0B4122
2840,11,143B6987A23
2841,4,5022
2842,9,17638B5AA
2843,5,982BB
2844,7,6923747
2845,7,4A58611
2846,5,75205
2847,5,6B5AA
2848,5,14824
2849,7,A7B853B
2850,10,3B47A90829
2851,11,91807A24533
2852,6,591474
2853,9,2689A0477
2854,4,B79B
2855,7,3708A6A
2856,2,55
2857,6,3695B6
2858,5,25090
2859,6,628458
2860,5,07860
2861,9,916832046
2862,2,33
2863,9,8B154A633
2864,3,262
2865,9,49B0A8628
2866,7,5026BA5
2867,8,9180B656
2868,5,7B212
2869,4,7080
2870,9,72850BA66
2871,12,B29A7685034B
2872,13,348A126B95071
2873,5,7B62B
2874,8,320B8944
2875,9,B53864011
2876,6,193473
2877,11,A2534678018
2878,4,0480
2879,4,65B6
2880,8,48561B31
2881,4,96B9
2882,5,9B239
2883,7,142A581
2884,6,A95366
2885,5,61833
2886,2,33
2887,10,A906385249
2888,3,588
2889,5,95811
2890,9,5342706A4
2891,8,24195BAB
2892,4,A922
2893,7,B7216AB
2894,7,B075911
2895,2,AA
2896,5,71937
2897,8,B0A29712
2898,7,789A628
2899,4,4A6A
2900,8,B82315A3
2901,6,3942A4
2902,6,3265A3
2903,7,7652A17
2904,3,A1A
2905,8,BA736896
2906,4,A83A
2907,9,748A13257
2908,10,4B03928717
2909,5,A0940
2910,5,93B66
2911,6,0268B8
2912,11,B4593271088
2913,7,3904211
2914,6,5B0411
2915,7,2A15832
2916,5,37424
2917,8,0431A656
2918,11,250B194A764
2919,9,597A41205
2920,4,5395
2921,12,20A937654811
2922,9,B14063794
2923,4,1747
2924,4,7900
2925,7,4169B8B
2926,12,32B157486A04
2927,5,42575
2928,5,38173
2929,9,397AB1607
2930,5,74922
2931,7,48A5B94
2932,6,A87404
2933,5,56806
2934,8,61BA0343
2935,4,5272
2936,5,29609
2937,6,A47264
2938,5,32B55
2939,3,488
2940,6,9B1689
2941,6,BA6788
2942,4,B575
2943,5,098AA
2944,7,7A16838
2945,5,19277
2946,4,B191
2947,5,0B120
2948,6,675345
2949,4,8466
2950,7,3257697
2951,9,703812BA7
2952,3,2BB
2953,8,173A9585
2954,5,523B2
2955,5,7B907
2956,7,03947B4
2957,6,861ABA
2958,9,0B5A78327
2959,6,238BAB
2960,6,174624
2961,9,904518360
2962,7,0365A9A
2963,4,1B41
2964,9,436789A03
2965,8,A9B24784
2966,7,8067910
2967,5,95747
2968,4,3A22
2969,6,A84050
2970,8,47A91324
2971,3,464
2972,8,563810B3
2973,7,529BA0B
2974,6,9A563A
2975,5,A6256
2976,8,167834B8
2977,2,44
2978,5,16255
2979,3,959
2980,3,545
2981,5,742A2
2982,6,61A43A
2983,7,A3041B3
2984,10,39724056A5
2985,7,A263583
2986,8,17296437
2987,6,870517
2988,7,31B47A4
2989,6,8054B5
2990,8,2730A512
2991,7,251B382
2992,3,544
2993,2,99
2994,3,767
2995,4,9739
2996,7,3801458
2997,10,9058317B66
2998,5,B8798
2999,3,606
3000,5,0B84B
3001,7,0B43877
3002,7,07B2152
3003,5,9B4AB
3004,8,624A5B84
3005,3,199
3006,2,BB
3007,8,498B5A2A
3008,8,A7931821
3009,3,292
3010,3,A5A
3011,6,498A18
3012,5,9A069
3013,5,73143
3014,7,8974525
3015,8,B5872092
3016,6,792414
3017,3,979
3018,6,621787
3019,11,256B0A48711
3020,8,014A2383
3021,3,9AA
3022,6,2B8758
3023,10,B496283171
3024,5,465AA
3025,9,197853BA8
3026,9,694AB3818
3027,6,B38618
3028,6,3A490A
3029,9,6B7490A8B
3030,8,04AB1231
3031,6,859108
3032,5,34800
3033,3,044
3034,6,B76535
3035,3,688
3036,9,76320B94B
3037,5,41833
3038,7,51B8A0A
3039,6,3864A6
3040,7,8A21B02
3041,8,A4032966
3042,3,707
3043,10,2578B03A13
3044,3,866
3045,6,836AB8
3046,3,606
3047,10,809357B465
3048,6,6472B2
3049,2,00
3050,3,611
3051,4,6575
3052,8,501B7848
3053,9,61A320B9B
3054,6,091B88
3055,5,312AA
3056,6,910329
3057,7,9A4B58B
3058,7,09B5388
3059,9,A3841965A
3060,8,638104A4
3061,10,0485173A64
3062,6,71B53B
3063,7,3B98A08
3064,6,865799
3065,5,A1031
3066,8,02197B80
3067,8,2A4B791A
3068,6,B237A7
3069,4,28B8
3070,2,66
3071,8,A49B852A
3072,3,744
3073,6,213B53
3074,8,609B3516
3075,10,7A68251046
3076,7,A3B9259
3077,5,5B676
3078,6,857B6B
3079,4,2982
3080,10,3067548120
3081,10,15762B43A4
3082,6,905840
3083,6,4507A4
3084,8,39A01641
3085,5,68199
3086,3,383
3087,8,084A1733
3088,2,AA
3089,9,4A678B937
3090,3,B9B
3091,9,B63197844
3092,6,159269
3093,8,A3B04966
3094,6,5B4A9A
3095,8,197B836B
