session_id,x,sequence_codes
1689,2,44
1690,2,55
1691,3,699
1692,10,A405B13694
1693,7,0154AB0
1694,3,1B1
1695,5,30B53
1696,4,B6A6
1697,6,219AB2
1698,6,6B9216
1699,7,3125042
1700,2,BB
1701,7,1357283
1702,5,34722
1703,7,A573485
1704,4,3797
1705,4,30AA
1706,6,A02792
1707,6,3896AA
1708,4,0B20
1709,6,735B66
1710,7,13750A3
1711,4,7030
1712,2,00
1713,9,86075BA44
1714,5,340B0
1715,5,AB855
1716,6,2B9144
1717,4,3699
1718,8,5B170484
1719,4,5399
1720,8,86B5A925
1721,6,1527B7
1722,4,8737
1723,2,11
1724,5,06433
1725,7,28B9138
1726,3,414
1727,5,B4614
1728,7,31587A7
1729,8,B5629035
1730,3,844
1731,3,1AA
1732,6,5874A5
1733,6,192482
1734,4,A2B2
1735,4,6256
1736,7,2703B88
1737,5,39744
1738,4,6414
1739,6,348728
1740,2,77
1741,6,B65105
1742,2,00
1743,7,3507989
1744,2,55
1745,9,4690B83A8
1746,2,BB
1747,6,846536
1748,2,BB
1749,6,729049
1750,5,14B51
1751,6,9B1255
1752,3,141
1753,3,655
1754,7,3928143
1755,6,201A44
1756,7,9B65186
1757,2,55
1758,5,A8548
1759,4,6956
1760,6,741A94
1761,6,3A298A
1762,4,7388
1763,2,11
1764,2,88
1765,6,896717
1766,5,1A565
1767,6,B82500
1768,5,76393
1769,7,93B7163
1770,5,45205
1771,4,0530
1772,5,79657
1773,10,7B293168AB
1774,4,94AA
1775,5,A91BB
1776,5,23655
1777,7,9036B11
1778,3,060
1779,4,6133
1780,4,B155
1781,5,7B322
1782,9,0B13A7255
1783,2,00
1784,4,9B8B
1785,6,014AB0
1786,3,0A0
1787,6,6351B3
1788,6,B1498B
1789,5,785B7
1790,8,0B893515
1791,5,07B55
1792,6,A47317
1793,4,7267
1794,2,00
1795,6,876299
1796,4,3A2A
1797,5,105A0
1798,3,411
1799,5,B0922
1800,3,B99
1801,3,1A1
1802,8,B694138B
1803,3,252
1804,4,A606
1805,2,33
1806,4,4364
1807,7,6175BAA
1808,6,0A83B0
1809,3,A1A
1810,5,93878
1811,10,5B0917A835
1812,5,61744
1813,3,515
1814,5,75345
1815,4,50A5
1816,7,8532063
1817,5,A0919
1818,6,3B8202
1819,6,5B1202
1820,7,10B8620
1821,9,8605492A8
1822,4,2939
1823,5,79A57
1824,7,A350898
1825,4,07BB
1826,8,A3187B6B
1827,8,9B764313
1828,6,8297A2
1829,6,426393
1830,5,3A288
1831,7,B2538AB
1832,7,812B57B
1833,7,1387A68
1834,3,266
1835,2,99
1836,2,AA
1837,3,899
1838,8,4A0236B2
1839,7,A285178
1840,5,891B9
1841,5,45814
1842,7,5916B09
1843,4,01B0
1844,6,278952
1845,6,B87597
1846,4,A969
1847,6,721B5B
1848,4,A97A
1849,6,457607
1850,9,2B84A7052
1851,4,1626
1852,10,243096AB89
1853,5,31751
1854,8,36A24902
1855,5,67131
1856,3,868
1857,3,181
1858,8,05427A34
1859,6,128066
1860,3,1B1
1861,3,161
1862,4,2868
1863,8,5278A19A
1864,7,19AB039
1865,8,0B354262
1866,2,AA
1867,4,90A0
1868,8,A2B13070
1869,7,5B346A6
1870,5,1B0A0
1871,3,848
1872,3,166
1873,5,65915
1874,6,A98409
1875,4,0797
1876,7,5A13B95
1877,5,92839
1878,6,7124A2
1879,7,64B3155
1880,5,5B677
1881,9,8124B5938
1882,5,58078
1883,3,9BB
1884,3,797
1885,6,B2031B
1886,3,575
1887,5,B5A75
1888,3,494
1889,10,950A174233
1890,6,759019
1891,8,123740B1
1892,7,21B4393
1893,5,A9800
1894,6,536706
1895,3,A11
1896,5,04174
1897,5,A065A
1898,4,8048
1899,9,5324967AA
1900,4,8398
1901,7,97B3655
1902,6,5A6131
1903,6,8A15BB
1904,4,A02A
1905,7,2179489
1906,3,A4A
1907,6,864054
1908,6,B630A0
1909,4,8299
1910,5,A587A
1911,2,44
1912,5,29181
1913,4,4855
1914,6,2750B7
1915,6,A47B66
1916,6,71AB67
1917,5,025B0
1918,5,B06AB
1919,5,32101
1920,10,91BA543624
1921,7,7596B07
1922,3,400
1923,6,731525
1924,5,93010
1925,7,83A5B45
1926,6,97B288
1927,5,9B639
1928,7,A48B194
1929,5,B6424
1930,3,3B3
1931,3,577
1932,2,44
1933,5,61ABB
1934,6,5A6275
1935,4,7B3B
1936,6,671929
1937,7,12B4391
1938,6,8B3193
1939,7,496B788
1940,4,2182
1941,3,565
1942,4,2788
1943,7,35641A1
1944,7,3918525
1945,5,B69A6
1946,5,B5925
1947,6,613545
1948,5,30191
1949,5,B2933
1950,5,41909
1951,7,8A01591
1952,6,2B4060
1953,2,55
1954,5,18048
1955,7,6893526
1956,5,17847
1957,3,9A9
1958,6,A40B60
1959,2,BB
1960,7,64A827A
1961,7,5120B90
1962,6,B31A8B
1963,2,11
1964,4,80A8
1965,3,272
1966,3,262
1967,4,58A5
1968,3,808
1969,2,22
1970,4,9479
1971,9,8756AB919
1972,3,711
1973,4,3922
1974,4,0141
1975,4,4B00
1976,6,BA0477
1977,3,366
1978,4,78A8
1979,4,A9BB
1980,3,616
1981,3,252
1982,6,529A09
1983,6,7962B6
1984,10,2598740AB9
1985,6,7695AA
1986,7,24BA374
1987,5,A485A
1988,4,0790
1989,4,4595
1990,11,518A6B27438
1991,9,9165238B6
1992,4,3141
1993,6,5079BB
1994,7,517BA45
1995,3,199
1996,4,A909
1997,4,9809
1998,6,B17588
1999,3,B7B
2000,2,BB
2001,8,37805493
2002,3,181
2003,4,3500
2004,2,66
2005,9,93610B821
2006,4,4374
2007,5,A1300
2008,6,582732
2009,5,74064
2010,3,7B7
2011,4,0422
2012,7,B156A41
2013,9,B41A32091
2014,3,677
2015,8,8A2173B1
2016,5,0A830
2017,4,8255
2018,4,2682
2019,5,32AB3
2020,2,99
2021,8,4531A625
2022,6,92A412
2023,6,2B0A4A
2024,9,9A6541076
2025,3,5B5
2026,5,29149
2027,4,0A88
2028,8,4A937181
2029,4,4535
2030,8,46A35292
2031,4,5A0A
2032,3,818
2033,6,4A689A
2034,4,9055
2035,7,B6218A6
2036,4,8171
2037,4,6416
2038,8,20A14681
2039,3,100
2040,4,5B22
2041,4,A411
2042,5,B2052
2043,5,1B595
2044,3,1BB
2045,6,6B1896
2046,5,87044
2047,4,B54B
2048,7,67B9838
2049,3,433
2050,7,2843A9A
2051,7,0843AB0
2052,7,2596709
2053,9,962803456
2054,3,909
2055,11,A08B7513290
2056,4,B8AB
2057,6,64B585
2058,7,21A8932
2059,2,00
2060,6,36A54A
2061,2,AA
2062,3,233
2063,4,5696
2064,4,8722
2065,5,89A18
2066,10,0A94178B22
2067,7,259BA4B
2068,8,153074B4
2069,5,16044
2070,7,71256B7
2071,4,0A30
2072,5,32515
2073,7,89A7300
2074,3,343
2075,8,4352BA0B
2076,3,500
2077,4,2588
2078,2,AA
2079,5,387B3
2080,5,21477
2081,6,639043
2082,5,469B4
2083,6,47A688
2084,3,466
2085,3,686
2086,6,A51383
2087,4,5877
2088,5,35845
2089,2,AA
2090,7,93A8619
2091,5,91A29
2092,2,BB
2093,2,88
2094,7,A941089
2095,7,1A62050
2096,4,3263
2097,2,66
2098,6,4025B5
2099,5,9B488
2100,6,053911
2101,4,4393
2102,2,44
2103,8,41672A55
2104,7,5B40277
2105,6,A2681A
2106,10,4579A082BB
2107,3,989
2108,8,3A176857
2109,5,4A5BA
2110,7,9248A19
2111,5,42808
2112,4,4814
2113,4,3713
2114,5,6B256
2115,5,964A6
2116,9,82B601377
2117,7,476A10A
2118,6,7A3292
2119,4,5485
2120,4,0B50
2121,4,8499
2122,6,20A560
2123,3,922
2124,5,9B67B
2125,5,90828
2126,3,656
2127,7,A716051
2128,7,A48935A
2129,9,18B067A51
2130,8,0A328542
2131,3,959
2132,8,16075430
2133,10,5B06732A4A
2134,3,811
2135,6,B84974
2136,6,218044
2137,4,8242
2138,3,595
2139,2,88
2140,4,1868
2141,7,40A9B54
2142,6,980A29
2143,6,940A50
2144,5,06596
2145,3,033
2146,4,B75B
2147,5,340A0
2148,5,67317
2149,11,6925B013743
2150,6,980A79
2151,3,566
2152,6,254194
2153,4,8262
2154,5,91261
2155,7,2A8B57A
2156,4,05B5
2157,3,A77
2158,5,89509
2159,5,8BA5B
2160,9,186BA4304
2161,5,8B028
2162,5,95733
2163,5,38545
2164,9,8B9A45708
2165,6,A59679
2166,8,097BA622
2167,6,158B00
2168,6,2A0611
2169,4,9500
2170,5,51232
2171,3,A4A
2172,4,98A9
2173,5,50616
2174,4,A1BB
2175,6,612752
2176,6,958A29
2177,3,B66
2178,4,3A2A
2179,4,87A7
2180,4,3188
2181,6,5796AA
2182,5,91255
2183,2,AA
2184,6,061747
2185,5,18455
2186,4,0949
2187,6,2986B8
2188,3,060
2189,5,5A7BB
2190,8,5A369276
2191,7,0B27688
2192,7,2178541
2193,2,22
2194,4,3020
2195,7,84605A6
2196,4,6959
2197,4,BA33
2198,8,75186945
2199,4,50A0
2200,5,32707
2201,2,22
2202,5,B1201
2203,5,45825
2204,2,99
2205,4,36B3
2206,5,367B6
2207,3,626
2208,2,66
2209,7,1785464
2210,7,8B60212
2211,7,9273055
2212,4,7B2B
2213,6,A05388
2214,3,6AA
2215,4,70AA
2216,5,36986
2217,4,B566
2218,4,4284
2219,6,813B44
2220,3,A3A
2221,4,85B5
2222,5,70867
2223,7,B103520
2224,3,919
2225,3,388
2226,7,3106A93
2227,2,55
2228,7,5261488
2229,4,7127
2230,8,37564B16
2231,5,9B272
2232,4,9155
2233,3,262
2234,2,77
2235,8,3487B618
2236,4,8344
2237,7,4306788
2238,5,B681B
2239,7,8796B28
2240,6,6142B1
2241,4,8252
2242,4,5465
2243,4,69B6
2244,5,834B4
2245,2,33
2246,9,69723A186
2247,6,62A977
2248,11,95A137B4262
2249,5,14033
2250,5,82050
2251,9,9B7A10641
2252,2,77
2253,6,AB9626
2254,3,288
2255,7,AB89211
2256,2,AA
2257,5,04B90
2258,7,BA72585
2259,10,5B207A1645
2260,6,1A839A
2261,7,4371060
2262,6,A1678A
2263,6,B8A090
2264,4,03A3
2265,4,3020
2266,2,00
2267,5,7B8AB
2268,3,030
2269,3,494
2270,4,5A9A
2271,6,A631BA
2272,8,072389A9
2273,3,044
2274,7,126A371
2275,5,1A60A
2276,4,01AA
2277,6,89A65A
2278,2,77
2279,11,2B74A50861A
2280,3,7AA
2281,5,35171
2282,10,A0623B759B
2283,2,11
2284,8,A857B315
2285,2,11
2286,4,3744
2287,7,B9A1289
2288,6,8034A8
2289,2,55
2290,5,42502
2291,5,30740
2292,3,101
2293,6,8A6399
2294,5,693AA
2295,8,794A3809
2296,5,B790B
2297,3,B4B
2298,10,379B025466
2299,5,AB57B
2300,7,0A43616
2301,3,545
2302,6,126896
2303,5,09759
2304,9,B8714620B
2305,7,B3765A7
2306,6,A47B5B
2307,4,28B2
2308,6,A63893
2309,4,29B9
2310,7,8615B9B
2311,3,959
2312,3,766
2313,9,94670B820
2314,4,2616
2315,7,94B6274
2316,2,88
2317,6,190525
2318,5,48606
2319,3,272
2320,9,614572BA6
2321,6,1A7957
2322,5,05848
2323,4,9109
2324,6,721A62
2325,5,95242
2326,6,168578
2327,2,44
2328,3,899
2329,6,93A244
2330,5,02652
2331,4,A303
2332,6,197B39
2333,7,92B5838
2334,3,787
2335,3,477
2336,6,7BA181
2337,6,436576
2338,3,4A4
2339,5,32ABB
2340,4,38B8
2341,7,417A566
2342,5,176B6
2343,7,7052AB5
2344,3,121
2345,6,267A46
2346,3,A6A
2347,5,5B9AB
2348,8,A136784A
2349,5,26944
2350,6,B48A0B
2351,5,798A9
2352,8,1A263B5B
2353,5,67826
2354,3,BAA
2355,4,2808
2356,5,4A28A
2357,3,355
2358,2,11
2359,6,1643A4
2360,7,60A4388
2361,6,9B65AA
2362,6,503875
2363,5,9AB09
2364,4,8066
2365,7,8361978
2366,4,2747
2367,8,056B2872
2368,5,52707
2369,9,092B4A737
2370,8,A2187633
2371,6,972A69
2372,5,301BB
2373,7,476B98B
2374,3,722
2375,9,2A14B3979
2376,6,637107
2377,4,36B3
2378,8,53908178
2379,5,B2474
2380,5,825B8
2381,6,4819AA
2382,5,23878
2383,8,A5B89625
2384,5,98B00
2385,4,21B2
2386,4,80BB
2387,6,815231
2388,4,B199
2389,4,5044
2390,5,A6B46
2391,4,6A5A
2392,5,70141
2393,5,140AA
2394,3,A66
2395,4,8799
2396,6,578395
2397,3,9A9
2398,2,00
2399,7,0B7243B
2400,5,2B363
2401,4,9202
2402,6,B59639
2403,5,20710
2404,4,4088
2405,9,4B2A67896
2406,2,AA
2407,9,B658124A6
2408,3,1A1
2409,6,5702AA
2410,3,644
2411,4,B272
2412,4,76B6
2413,8,A9B4607A
2414,4,3141
2415,3,979
2416,3,525
2417,5,84A34
2418,4,6818
2419,5,108B8
2420,4,4599
2421,4,7399
2422,2,55
2423,2,00
2424,6,605280
2425,3,544
2426,8,19286AB9
2427,5,63122
2428,4,A08A
2429,7,53A2405
2430,6,672857
2431,3,383
2432,6,154B31
2433,3,055
2434,2,22
2435,8,6A901B5B
2436,7,1A84B78
2437,3,A66
2438,3,322
2439,10,B49A830679
2440,3,989
2441,2,55
2442,3,959
2443,3,191
2444,4,A422
2445,2,00
2446,9,91647B839
2447,4,4030
2448,7,4196BA1
2449,5,6B288
2450,6,B26912
2451,6,09A670
2452,3,B4B
2453,7,0273910
2454,3,1A1
2455,4,1751
2456,4,84BB
2457,4,2B02
2458,3,244
2459,4,B40B
2460,4,B68B
2461,5,35B8B
2462,5,3A51A
2463,10,29814530A4
2464,3,699
2465,5,08790
2466,4,9039
2467,7,31A298A
2468,8,1B230490
2469,4,4054
2470,3,477
2471,5,34AB3
2472,4,7955
2473,5,58033
2474,6,7806A7
2475,4,4934
2476,3,A11
2477,9,0972413A0
2478,5,94619
2479,5,486AA
2480,8,1B53276B
2481,9,B68521432
2482,2,33
2483,5,863B8
2484,8,09A86B1B
2485,4,B808
2486,3,959
2487,8,B8645095
2488,4,7511
2489,6,1B546B
2490,2,00
2491,3,5A5
2492,10,328A947B67
2493,5,74537
2494,6,351745
2495,10,82BA439757
2496,6,B9A262
2497,6,B243AB
2498,5,65B85
2499,4,2060
2500,6,09A277
2501,8,69B351A3
2502,3,B88
2503,9,B64379814
2504,2,88
2505,7,B20463B
2506,5,01760
2507,6,345605
2508,3,B7B
2509,6,159232
2510,8,210B3A72
2511,3,033
2512,5,46393
2513,4,B929
2514,9,90B421A39
2515,7,15AB877
2516,3,800
2517,6,386B96
2518,4,7B67
2519,2,44
2520,3,020
2521,2,11
2522,6,4A8233
2523,5,84018
2524,3,787
2525,6,943252
2526,4,0250
2527,2,AA
2528,5,37161
2529,5,604B6
2530,6,5874A7
2531,9,472689359
2532,4,9767
2533,6,4195B1
2534,3,252
2535,5,73044
2536,3,353
2537,5,49619
2538,6,72B9AB
2539,6,A2B833
2540,3,922
2541,9,5A792106A
2542,8,2A317482
2543,6,B93519
2544,6,5B2909
2545,5,35625
2546,4,4933
2547,5,BA011
2548,6,823A53
2549,6,A51B21
2550,6,0B6196
2551,5,43911
2552,4,15B1
2553,5,5B088
2554,3,747
2555,4,B322
2556,6,952389
2557,3,161
2558,5,9B159
2559,5,81656
2560,10,A85403B163
2561,4,4700
2562,5,58478
2563,5,689B6
2564,3,868
2565,3,121
2566,6,62A757
2567,6,4086B6
2568,9,80B296373
2569,5,834B3
2570,4,8578
2571,5,AB23B
2572,6,4352B5
2573,5,64BA6
2574,6,804B24
2575,7,A430B24
2576,6,84A5B4
2577,5,98A39
2578,3,747
2579,3,188
2580,8,04872312
2581,7,01832BB
2582,4,93BB
2583,3,100
2584,3,989
2585,4,8177
2586,4,0B20
2587,9,341806526
2588,4,2588
2589,6,685909
2590,2,77
2591,5,14533
2592,7,1965A75
2593,11,8912B536471
2594,4,6344
2595,5,93573
2596,6,A43973
2597,5,BA24B
2598,6,27A484
2599,6,A52B11
2600,3,383
2601,2,11
2602,5,76858
2603,5,15731
2604,3,A7A
2605,4,6595
2606,2,77
2607,2,55
2608,8,169B58AB
2609,5,1AB33
2610,9,9513AB461
2611,5,2B544
2612,6,645A77
2613,4,8758
2614,3,191
2615,5,73B53
2616,6,5A9739
2617,6,80BA38
2618,7,A865211
2619,5,80455
2620,6,863211
2621,6,2896B9
2622,3,303
2623,4,A600
2624,3,133
2625,8,98B257AA
2626,3,377
2627,4,5066
2628,7,B316477
2629,7,A34B173
2630,5,7A16A
2631,2,11
2632,6,73A893
2633,3,500
2634,5,5B4AA
2635,2,77
2636,4,B744
2637,5,25475
2638,3,303
2639,3,611
2640,6,158B75
2641,3,1AA
2642,7,47A02B0
2643,2,66
2644,2,88
2645,2,44
2646,7,0298544
2647,2,BB
2648,3,400
2649,4,0B10
2650,7,8136292
2651,8,4B653294
2652,2,11
2653,5,27BA2
2654,2,33
2655,2,88
2656,7,7530893
2657,2,00
2658,5,35A2A
2659,5,019A9
2660,3,505
2661,5,74134
2662,2,55
2663,8,5016A28A
2664,5,94524
2665,7,51BA32A
2666,4,A242
2667,5,819A9
2668,2,99
2669,6,418BA4
2670,5,72B07
2671,8,5AB4372A
2672,6,B03473
2673,3,898
2674,3,7B7
2675,6,81A6B1
2676,5,742B7
2677,2,55
2678,6,9456B6
2679,6,270847
2680,4,9B49
2681,4,3A88
2682,4,38B3
2683,5,A9B0B
2684,2,66
2685,6,2438AA
2686,5,12979
2687,3,511
2688,6,062436
2689,5,128A1
2690,5,B934B
2691,4,7454
2692,2,00
2693,6,A52672
2694,7,A71B323
2695,5,47363
2696,3,599
2697,4,A38A
2698,5,98622
2699,3,011
2700,5,25696
2701,6,A17927
2702,5,15B75
2703,7,B019722
2704,6,423152
2705,4,3595
2706,5,98518
2707,3,656
2708,6,1B0760
2709,5,43893
2710,7,A163400
2711,5,60799
2712,8,7B0629A7
2713,4,3B8B
2714,6,30A929
2715,6,435077
2716,5,038B3
2717,3,414
2718,4,48BB
2719,3,B5B
2720,5,76922
2721,3,A99
2722,5,39B55
2723,5,80A30
2724,4,6596
2725,8,528A3944
2726,5,26373
2727,5,647A7
2728,5,B2404
2729,3,577
2730,6,037292
2731,6,B2783B
2732,8,936B0246
2733,2,66
2734,7,50A3413
2735,7,B835060
2736,3,020
2737,8,9B265744
2738,5,20942
2739,7,B926386
2740,4,4784
2741,3,988
2742,2,44
2743,3,303
2744,3,8AA
2745,2,44
2746,5,13053
2747,10,1304257B81
2748,5,85175
2749,4,5B11
2750,8,17458691
2751,7,5A17933
2752,4,4522
2753,3,B4B
2754,5,5A90A
2755,5,29052
2756,3,911
2757,3,544
2758,3,233
2759,5,34893
2760,8,21B6A50B
2761,2,BB
2762,8,436517A6
2763,3,B0B
2764,5,85205
2765,5,69346
2766,5,02910
2767,7,031AB22
2768,6,427919
2769,3,070
2770,2,BB
2771,3,0AA
2772,6,384963
2773,5,39A8A
2774,7,3078163
2775,6,6B30AA
2776,5,24064
2777,5,81677
2778,2,22
2779,3,977
2780,3,B00
2781,3,363
2782,6,A40711
2783,2,55
2784,6,A4928A
2785,10,A368051246
2786,4,6136
2787,4,1A99
2788,7,74026B2
2789,6,218AB1
2790,4,8758
2791,5,58A25
2792,3,2B2
2793,5,928B2
2794,6,913059
2795,4,8B6B
2796,3,A2A
2797,3,686
2798,2,AA
2799,8,289B1A32
2800,4,B171
2801,4,3973
2802,7,935B676
2803,3,188
2804,5,B0711
2805,4,A19A
2806,3,949
2807,4,4A34
2808,9,406985215
2809,6,A52133
2810,2,55
2811,6,B75288
2812,3,B77
2813,3,373
2814,3,488
2815,6,367416
2816,7,397B688
2817,4,76B6
2818,9,59A041365
2819,5,A9149
2820,4,3600
2821,2,00
2822,2,22
2823,3,282
2824,6,049769
2825,6,128678
2826,4,0545
2827,7,A67B307
2828,5,498B4
2829,3,858
2830,7,490AB1A
2831,9,264139077
2832,5,47133
2833,5,02B44
2834,4,3099
2835,4,3963
2836,9,B1270A587
2837,7,6531943
2838,7,4279B1B
2839,5,34A14
2840,6,018421
2841,7,2801799
2842,5,92044
2843,5,78398
2844,3,7A7
2845,5,82B58
2846,5,1A848
2847,7,82B4674
2848,7,9560A45
2849,4,7A22
2850,4,7B27
2851,5,65988
2852,6,6A2912
2853,3,811
2854,2,66
2855,5,B2544
2856,5,B8077
2857,6,78BA44
2858,4,3700
2859,2,11
2860,3,100
2861,3,688
2862,5,67311
2863,6,3960B3
2864,4,27A2
2865,7,70A8560
2866,6,014281
2867,7,69473B9
2868,3,A00
2869,3,373
2870,7,4A86958
2871,4,8575
2872,8,0793B469
2873,6,3A9489
2874,6,569A49
2875,6,568211
2876,3,6AA
2877,6,753282
2878,8,0751A421
2879,6,3B8A18
2880,3,ABA
2881,5,B3977
2882,4,A133
2883,4,9400
2884,5,75212
2885,7,1A82492
2886,4,3613
2887,2,77
2888,5,850AA
2889,3,8A8
2890,7,B02A492
2891,3,B0B
2892,5,3A0B3
2893,8,B3528193
2894,4,B202
2895,7,301AB4A
2896,7,3A58600
2897,4,09A9
2898,4,0272
2899,3,191
2900,9,4BA106836
2901,4,9088
2902,5,59A00
2903,5,78028
2904,2,77
2905,6,0A526A
2906,3,411
2907,6,413B21
2908,6,438018
2909,5,54B2B
2910,3,9B9
2911,5,20A62
2912,7,0B62A10
2913,4,0747
2914,6,286718
2915,6,3B2042
2916,4,9829
2917,6,4726B2
2918,8,A3B27492
2919,6,A749BA
2920,4,A212
2921,9,598A03767
2922,3,833
2923,3,688
2924,9,27A45B86B
2925,8,0173A9B1
2926,3,311
2927,6,8AB933
2928,4,87A8
2929,8,BA65287A
2930,5,7B037
2931,5,7B45B
2932,6,415B95
2933,5,72899
2934,7,7149807
2935,3,A3A
2936,6,519A44
2937,3,404
2938,6,A10981
2939,5,A7B22
2940,6,839040
2941,11,941758B0A20
2942,3,A1A
2943,7,401A939
2944,7,A839218
2945,4,47BB
2946,4,B989
2947,3,388
2948,7,A629849
2949,3,988
2950,3,747
2951,5,B7922
2952,4,B57B
2953,5,721A7
2954,5,76121
2955,6,A7B060
2956,4,5676
2957,8,53607490
2958,8,561A4725
2959,4,5B75
2960,6,30A244
2961,4,4304
2962,4,3828
2963,3,900
2964,3,141
2965,4,2A02
2966,3,3A3
2967,5,B6106
2968,9,B970A462A
2969,3,655
2970,9,6534821A1
2971,3,511
2972,5,864B6
2973,6,178067
2974,7,8B20A33
2975,4,A28A
2976,6,302A72
2977,6,893148
2978,4,2393
2979,7,9605177
2980,9,7A983B153
2981,4,1494
2982,7,8021B71
2983,3,A9A
2984,7,9A40B5B
2985,4,2188
2986,6,4962A2
2987,9,95B4681AB
2988,4,1020
2989,4,0966
2990,4,1977
2991,3,9A9
2992,3,676
2993,4,A949
2994,6,451A64
2995,5,20A55
2996,6,A08130
2997,7,5B9301B
2998,4,3272
2999,5,56785
3000,3,B55
3001,3,1BB
3002,7,6B7214B
3003,5,83143
3004,6,394513
3005,3,100
3006,3,800
3007,10,468B320A70
3008,4,6373
3009,6,946181
3010,3,933
3011,6,B8A13B
3012,4,63B3
3013,5,629A6
3014,8,0A254898
3015,6,7B3919
3016,8,90B371A9
3017,8,29175B69
3018,8,58204AB5
3019,8,58A349B4
3020,5,4B133
3021,3,929
3022,5,B6A55
3023,11,13248B07955
3024,7,06A8433
3025,4,4020
3026,6,76BA56
3027,3,A77
3028,5,3A7B3
3029,3,A6A
3030,8,1723A452
3031,3,066
3032,2,AA
3033,5,3B877
3034,3,022
3035,2,11
3036,6,612876
3037,8,1A358748
3038,5,53922
3039,2,22
3040,5,2A454
3041,8,B840A598
3042,5,B1901
3043,4,A08A
3044,4,97AA
3045,4,5A95
3046,6,240962
3047,5,804B0
3048,2,99
3049,6,9A8639
3050,3,A44
3051,5,87353
3052,4,7657
3053,2,11
3054,4,6ABB
3055,6,A2B533
3056,5,B6746
3057,4,2055
3058,6,785B9B
3059,3,8BB
3060,6,3482A4
3061,3,434
3062,3,988
3063,5,76B55
3064,4,3B6B
3065,5,20155
3066,8,46098A74
3067,9,298BA1062
3068,4,A7BA
3069,5,9A474
3070,5,A0414
3071,5,58425
3072,8,B80A5465
3073,3,050
3074,7,7B9A56A
3075,5,74B67
3076,5,45195
3077,7,389A463
3078,4,0280
3079,4,1699
3080,6,B65785
3081,5,06929
3082,5,31043
3083,7,B953065
3084,9,5102B9375
3085,6,7A2B47
3086,4,A400
3087,2,55
3088,4,17BB
3089,9,9260A5480
3090,6,B021AB
3091,4,3969
3092,2,33
3093,3,7A7
3094,2,11
3095,3,131
3096,7,A815646
3097,3,488
3098,6,6937B3
3099,7,1A38255
3100,3,211
3101,6,8AB538
3102,3,2BB
3103,6,478B57
3104,5,231A3
3105,6,341284
3106,8,56B03876
3107,4,7827
3108,7,A68B515
3109,4,4383
3110,4,A90A
3111,5,45272
3112,4,6505
3113,3,611
3114,4,A595
3115,7,60A3277
3116,7,4A91855
3117,3,898
3118,3,252
3119,7,2913083
3120,7,70A9B2A
3121,7,6391282
3122,5,64594
3123,8,7B301587
3124,7,8935049
3125,4,3B03
3126,7,184A371
3127,3,4BB
3128,7,361B2A2
3129,3,616
3130,2,66
3131,6,0924B2
3132,4,0399
3133,6,245A62
3134,6,71A521
3135,5,8A3B8
3136,3,733
3137,9,A87315B68
3138,7,7A63593
3139,6,081B55
3140,3,858
3141,11,17428360AB1
3142,6,259769
3143,6,3AB78A
3144,2,77
3145,8,0A958140
3146,8,641830B3
3147,5,A1041
3148,3,588
3149,8,5281A675
3150,4,6406
3151,5,523A5
3152,5,04898
3153,5,241AA
3154,5,49252
3155,4,0B90
3156,3,5AA
3157,7,6914084
3158,5,714A1
3159,4,1A55
3160,6,324A74
3161,4,0644
3162,5,13202
3163,6,5064A6
3164,4,A494
3165,6,680B20
3166,6,4758A8
3167,2,44
3168,5,9B233
3169,3,4A4
3170,3,966
3171,7,2456A32
3172,3,788
3173,5,42A62
3174,6,7061B7
3175,8,50A61275
3176,5,576BB
3177,3,A99
3178,4,6292
3179,7,1024534
3180,6,782B37
3181,7,A592712
3182,6,B52909
3183,8,B613289B
3184,11,91840A652B8
3185,4,B373
3186,5,37ABA
3187,4,57B5
3188,4,90B9
3189,5,8A737
3190,5,50B4B
3191,3,B2B
3192,7,3598269
3193,6,196B86
3194,5,7A655
3195,8,A108B278
3196,5,71363
3197,6,7B2A88
3198,6,318473
3199,6,130744
3200,3,565
3201,5,81B71
3202,6,912433
3203,7,48A692A
3204,6,6A541A
3205,3,077
3206,2,99
3207,9,650489A38
3208,6,9B0244
3209,3,6B6
3210,6,528B33
3211,4,4A11
3212,3,121
3213,6,694282
3214,2,99
3215,4,7127
3216,2,88
3217,6,B74050
3218,4,5B8B
3219,4,60B0
3220,5,9A78A
3221,5,03A8A
3222,5,23717
3223,4,47B4
3224,7,A790383
3225,5,31522
3226,5,018B1
3227,5,3A292
3228,6,B80510
3229,5,04630
3230,7,91AB50A
3231,3,533
3232,7,5816B33
3233,4,BA11
3234,5,81421
3235,4,1080
3236,5,80348
3237,4,2972
3238,6,648A1A
3239,5,6A433
3240,5,18B55
3241,6,059272
3242,6,015A2A
3243,4,3454
3244,4,72BB
3245,6,152962
3246,4,4974
3247,5,46383
3248,8,463985AA
3249,7,A931566
3250,6,903454
3251,9,473589B04
3252,5,31563
3253,4,3060
3254,5,09282
3255,8,46A21752
3256,3,686
3257,7,A430B66
3258,5,46874
3259,5,42A55
3260,3,988
3261,3,988
3262,2,BB
3263,6,950A11
3264,4,B848
3265,5,A975A
3266,4,0855
3267,4,48B4
3268,6,7913B3
3269,4,1737
3270,9,738516A47
3271,11,67498201356
3272,4,1861
3273,6,0A9B44
3274,7,AB41922
3275,4,6436
3276,5,B7545
